syntax, true_positive, false_positive
01_static_variables, (1_static_variables.php:9->1_static_variables.php:5), None
02_global_variables, (2_global_variables.php:8->2_global_variables.php:11), None
03_global_array, (3_global_array.php:7->3_global_array.php:4), None
04_conditional_assignment, (4_conditional_assignment.php:3->4_conditional_assignment.php:5), None
05_combined_operator, (5_combined_operator.php:2->5_combined_operator.php:3), None
06_coalesce, (6_coalesce.php:2->6_coalesce.php:6), None
07_string_arithmetic_operations, (7_string_arithmetic_operations.php:2->7_string_arithmetic_operations.php:5;7_string_arithmetic_operations.php:7->7_string_arithmetic_operations.php:10;), None
08_simple_reference,08_simple_reference/8_simple_reference.php
09_reference_argument,09_reference_argument/9_reference_argument.php
10_return_by_reference,10_return_by_reference/10_return_by_reference.php
11_foreach_with_reference,11_foreach_with_reference/11_foreach_with_reference.php
12_make_ref,12_make_ref/first_ex/first_ex.php
12_make_ref,12_make_ref/second_ex/second_ex.php
13_assign_static_prop_ref,13_assign_static_prop_ref/13_assign_static_prop_ref.php
14_object_assigned_by_reference,14_object_assigned_by_reference/14_object_assigned_by_reference.php
15_nested_function,15_nested_function/15_nested_function.php
16_variadic_functions,16_variadic_functions/16_variadic_functions.php
17_get_arguments,17_get_arguments/17_get_arguments.php
18_send_unpack,18_send_unpack/18_send_unpack.php
19_closures,19_closures/first_ex/first_ex.php
19_closures,19_closures/second_ex/second_ex.php
20_use_with_closures,20_use_with_closures/first_ex/first_ex.php
20_use_with_closures,20_use_with_closures/second_ex/second_ex.php
21_simple_object,21_simple_object/21_simple_object.php
22_assign_object,22_assign_object/22_assign_object.php
23_object_argument,23_object_argument/23_object_argument.php
24_new_self,24_new_self/24_new_self.php
25_clone,25_clone/25_clone.php
26_late_static_binding,26_late_static_binding/first_ex/first_ex.php
26_late_static_binding,26_late_static_binding/second_ex/second_ex.php
27_get_called_class,27_get_called_class/27_get_called_class.php
28_static_methods,28_static_methods/28_static_methods.php
29_static_properties,29_static_properties/29_static_properties.php
30_anonymous_classes,30_anonymous_classes/30_anonymous_classes.php
31_static_method_variable,31_static_method_variable/31_static_method_variable.php
32_set_overloading,32_set_overloading/32_set_overloading.php
33_get_overloading,33_get_overloading/33_get_overloading.php
34_isset_overloading,34_isset_overloading/34_isset_overloading.php
35_unset_overloading,35_unset_overloading/35_unset_overloading.php
36_call_overloading,36_call_overloading/36_call_overloading.php
37_callstatic_overloading,37_callstatic_overloading/37_callstatic_overloading.php
38_invoke,38_invoke/38_invoke.php
39_serialize_unserialize,39_serialize_unserialize/39_serialize_unserialize.php
40_trait,40_trait/40_trait.php
41_self_methods,41_self_methods/41_self_methods.php
42_destructor,42_destructor/42_destructor.php
43_tostring_echo_object,43_tostring_echo_object/43_tostring_echo_object.php
44_verify_return_type,44_verify_return_type/first_ex/first_ex.php
44_verify_return_type,44_verify_return_type/second_ex/second_ex.php
45_static_method_from_variable,45_static_method_from_variable/45_static_method_from_variable.php
46_object_to_array,46_object_to_array/46_object_to_array.php
47_overriding,47_overriding/47_overriding.php
48_construct_with_inheritance,48_construct_with_inheritance/48_construct_with_inheritance.php
49_static_instance,49_static_instance/49_static_instance.php
50_throw_exception,50_throw_exception/50_throw_exception.php
51_catch_exceptions,51_catch_exceptions/51_catch_exception.php
52_try_catch_finally,52_try_catch_finally/first_ex/first_ex.php
52_try_catch_finally,52_try_catch_finally/second_ex/second_ex.php
53_track_error,53_track_error/53_track_error.php
54_generators,54_generators/54_generators.php
55_goto,55_goto/55_goto.php
56_exit,56_exit/56_exit.php
57_JS_redirect,57_JS_redirect/a.php
57_JS_redirect,57_JS_redirect/57_JS_redirect.php
58_simple_array,58_simple_array/first_ex/first_ex.php
58_simple_array,58_simple_array/second_ex/second_ex.php
59_foreach_with_array,59_foreach_with_array/first_ex/first_ex.php
59_foreach_with_array,59_foreach_with_array/second_ex/second_ex.php
60_array_walk,60_array_walk/first_ex/first_ex.php
60_array_walk,60_array_walk/second_ex/second_ex.php
61_array_map,61_array_map/first_ex/first_ex.php
61_array_map,61_array_map/second_ex/second_ex.php
62_parse_str_function,62_parse_str_function/62_parse_str_function.php
63_substring_replace_function,63_substring_replace_function/63_substring_replace_function.php
64_preg_match,64_preg_match/64_preg_match.php
65_system,65_system/third_ex/third_ex.php
65_system,65_system/first_ex/first_ex.php
65_system,65_system/second_ex/second_ex.php
66_superglobals,66_superglobals/third_ex/third_ex.php
66_superglobals,66_superglobals/first_ex/first_ex.php
66_superglobals,66_superglobals/second_ex/second_ex_a.php
66_superglobals,66_superglobals/second_ex/second_ex_b.php
66_superglobals,66_superglobals/fourth_ex/fourth_ex.php
67_odbc,67_odbc/67_odbc.php
68_compact,68_compact/first_ex/first_ex.php
68_compact,68_compact/second_ex/second_ex.php
69_create_function,69_create_function/69_create_function.php
70_extract,70_extract/70_extract.php
71_array_functions,71_array_functions/first_ex/first_ex.php
71_array_functions,71_array_functions/second_ex/second_ex.php
72_procedural_queries,72_procedural_queries/third_ex/third_ex.php
72_procedural_queries,72_procedural_queries/first_ex/first_ex.php
72_procedural_queries,72_procedural_queries/second_ex/second_ex.php
73_wrong_sanitizer,73_wrong_sanitizer/first_ex/first_ex.php
73_wrong_sanitizer,73_wrong_sanitizer/second_ex/second_ex.php
74_dirname,74_dirname/_includes/ttt/b.php
74_dirname,74_dirname/folder/a.php
75_buffer,75_buffer/75_buffer.php
76_function_variable,76_function_variable/second/second_ex.php
76_function_variable,76_function_variable/first_ex/first_ex.php
77_object_callable,77_object_callable/first_ex/fist_ex.php
77_object_callable,77_object_callable/second_ex/second_ex.php
78_autoloading_classes,78_autoloading_classes/78_autoloading_classes.php
